,Unnamed: 0,review_date,rating,mrp,country,product_id,trans_review
817,819,2023-12-28,5,60000,the United States,12700K,"I've installed a 10th gen 2x, 12th gen, and a 13th gen on my family's pc's. I've never had a problem."
818,820,2023-08-05,4,60000,Canada,12700K,"It's pretty good value for money (as far as intel CPUs are concerned...) for a 12th gen CPU, but if you're looking for the BETTER value get the i5-13600K which outperforms it at pretty much the same cost while being a 13th gen CPU. The only real downside of the 13600k is that it generally requires a 13th gen compatible motherboard, otherwise you'll need to FLASH THE BIOS on a 12th gen compatible motherboard to update the motherboard for it to be able to read 13th gen CPU (I highly do not recommend doing this). I've tried it a few and it's such a big hassle (many potential issues...)that I recommend first time PC builders or part buyers to just save yourself a headache and buy a 13th gen CPU, along with a 13th gen compatible motherboard (don't buy 12th gen mobo) which obviously doesn't require flashing bios for the 13600k to be usable."
819,821,2024-01-05,5,60000,the United States,12700K,"Great CPU for multitasking, I don't know too much about CPU but this is great!"
820,822,2023-07-21,5,60000,the United States,12700K,"So far so good, but then that's what I said about the last one... I'll check back in a year on this and hope it outlasts my prior CPU.  As for the last one... it's Intel dropping the ball with their QC it seems. Had an IMC function poorly and finally give up the ghost and refuse to post with more than one memory module installed. Couldn't run any XMP profiles, and swapping the processor solved it (not a Mobo issue).  Just watch for funky behavior when you buy this gen, and return it if *anything* seems even *remotely* off."
821,823,2023-07-25,5,60000,the United States,12700K,"The heart of my PC build and wanted to have the ""K"" version with the Integrated Graphics... even though I was going to have a GPU anyways, it's a good backup if the GPU fails.  Can't do a Pro and Con here as there is nothing much to report. It plays every game without bottlenecking my RTX 3070 and was a breeze to install (there is literally one way to install it. <You'd have to intentionally or forcibly install it wrong). Also, it runs surprisingly cool and doesn't act like an easy-bake oven in my Motherboard."
822,824,2023-07-16,4,60000,the United States,12700K,"Not much to say about this cpu. It's Intel, and these are immortal. Still have the 3770K I got like 10 years ago, and an Extreme I got even earlier than that.  So the main motive here is to let Amazon know that I HAVE received the item, but I don't know how to let them know so they can change the ""package left at mail"" to ""Already received""..."
823,825,2023-11-22,5,60000,the United States,12700K,"I got the CPU on sale and I would say the performance is great, my application is running smoothly and does not come into any problem for a year now."
824,826,2023-11-16,5,60000,the United States,12700K,"this thing is a workhorse! ive got mine clocked to 5.0GHz and it runs like a dream, keep in mind this unit will require a water pump air coolers are not enough!"
825,827,2023-06-26,4,60000,the United States,12700K,"Bought this K to have graphics backup. The CPU is great the graphics not so much. Still I do not use the internal graphics as primary graphics for my PC, but only for the purpose of having temporary backup when needed. So for that purpose it works. The cost vs the KF is fairly negligible so for its primary purpose it is a very good CPU."
826,828,2023-01-02,5,60000,the United States,12700K,"The i7-12700K is in the top 5 for gaming CPUs right now. AMD is doing fairly well as of late but Intel has a solid performance lead with it's single core performance on newer generation chips.  If you're on the fence and want a quick top 5 for overall gaming performance, it goes as follows: 1. i9-13900k 2. i7-13700k 3. i9-12900k 4. i5-13600k 5. i7-12700k  This chip is no slouch though, it trades blows with the 13600K in some situations if overclocked but overclocking isn't really fair for comparison.  In conclusion, if you're looking around this price point, check both this CPU and the 13600k. Pick whichever is cheaper. Higher end 12th gen Intel motherboards can be flashed in the BiOS to take 13th gen CPUs too, but do your research on those before going that route. This one will serve you well. :)"
827,829,2023-09-22,5,60000,the United States,12700K,"Bought this for a new personal PC. My last was an i7 4790K build that got totaled out (crushed) during shipping. After building a new one on a z790i platform, the performance gain was stunning, completely night and day! I cannot say enough about this CPU, and would totally recommend this product!!"
828,830,2022-02-15,5,60000,the United States,12700K,"It's been roughly 6-7 years since I last build my gaming computer. Upgrading to this has been more than significant. As of this writing, I hope you've done your research the I7-12700k's price point and its competition. For this price point, it may be the top dog.  Some things to consider before purchasing: 1) Make sure you are purchasing a LGA 1700 motherboard. I went with the DDR4 motherboard because DDR5 is still at its infancy. The DDR5 ram may not be the best option for your buck right now. You'll be fine with DDR4. 2) This CPU does consume a lot more power compared to its predecessor. Double check if your PSU will be enough. There are online resources that will help you calculate your PSU. It's always good to have a little overhead. 3) Make sure your heatsink has retrofit screws that's compatible with this motherboard. You can purchase them separately. If you have a heatsink that's very old (<2016), it's more than likely it may not be compatible.  Good luck!"
829,831,2022-08-04,5,60000,the United States,12700K,"I had been planning to hold off for Raptor Lake, but my Z370 mobo died, and I decided to go ahead and get an Alder Lake i7. So far it's impressive. It runs much cooler than my i9-9900k (mild OC) ( 59C-63C under a gaming load vs 75C+) but that could've been due to the my old AIO being in it's death throws for the past few months. 3DMark CPU score went up noticeably as well. Overall, I'm pretty happy with it. Haven't messed around with overclocking yet, but there doesn't seem to be as much headroom left as there used to be, from what I've read 5.3 Ghz is about what you can expect. The days of getting another 800Mhz - 1 Ghz+ over stock clocks out of a CPU are gone it seems."
830,832,2023-08-05,4,60000,the United States,12700K,"I received the processor with the safety seal broken, so far everything works correctly but I did not like this to be like this"
831,833,2023-12-09,5,60000,the United States,12700K,Great product
832,834,2023-09-24,5,60000,the United States,12700K,"Paired it with an ASUS MOBO and a Lian Li 360mm AIO. Runs cool, no performance issues, and no bottlenecks for the gaming i use it for."
833,835,2022-08-30,5,99999,India,12900K,"I brought this processor for my gaming/workstation build . Combining this processor with nzxt 360 mm liquid cooling AIO , things went smoothly. It can handle literally all heavy tasks like 3d rendering , simulation , gaming , yet keeps temprature at 40c . Highly recommended for best gaming rigs . Note: 4th gen ssd is a plus for the build ... Otherwise there might be bottleneck with gen3 ssds while doing 3d rendering works ."
834,836,2023-01-15,5,99999,India,12900K,Was using amd cpu until now. Cpu died in 2 year only. Now back to intel. Dad of AMD .
835,837,2023-07-10,5,99999,Mexico,12900K,"The difference in the change from AMD to Inter is feeling a lot, it is much more stable and more fluid, its drivers are well optimized and run spectacular, do not heat up, even 100% use is maintained in the 70 degrees"
836,838,2024-02-26,5,99999,Germany,12900K,"I sent it back because I have now changed my complete system, but the processor is great."
837,839,2024-02-14,5,99999,France,12900K,GOOD
838,840,2023-04-28,5,99999,the United States,12900K,"Play Video I recently got my hands on the Intel Core i9-12900K Desktop Processor, and I have to say, I am blown away by its performance. This processor is an absolute powerhouse, with 16 cores (8P+8E) and speeds of up to 5.2 GHz. It's also unlocked, which means I can push its limits even further if I want to.  Installing the processor was easy enough, although I did have to make sure my motherboard was compatible with the LGA1700 socket and 600 series chipset. Once I had everything set up, I fired up my favorite games and applications to see how the processor would perform.  The results were nothing short of impressive. The i9-12900K chewed through every task I threw at it with ease, from demanding video editing software to the latest AAA games. I was able to multitask without any lag or slowdowns, and my system felt incredibly responsive and snappy.  The processor also runs surprisingly cool, even under heavy load. I did notice a slight increase in power consumption compared to my old processor, but it's a small price to pay for the sheer performance boost.  Overall, I am extremely satisfied with the Intel Core i9-12900K Desktop Processor. If you're a power user or a gamer who demands the best performance, this processor is definitely worth considering. It's not cheap, but in my opinion, it's worth every penny for the sheer power and speed it delivers."
839,841,2023-07-14,5,99999,Japan,12900K,"I purchase this CPU 1 year ago and it cost me 74,000 JPY back then. the price didn't drop much since that time and the performance is satisfying so far.  the new generation spec is higher so if you want to buy this CPU don't. instead, you can buy i7 Gen13 as it will have the same spec plus a better cache than the 12 Gen.  it might be better to buy the K version in case you have issues with your GPU to troubleshoot."
840,842,2023-06-27,5,99999,Italy,12900K,"Really excellent processor in all on parts.Excellent seller who sent the processor 10 days before the expected deadline.The processor arrived in its original packaging, perfectly sealed, which does not always happen.Compliments"
841,843,2023-10-31,5,99999,Canada,12900K,This CPU has 24 threads and 16 cores (8E cores and 8P cores) which really makes difference when dealing with 3d graphics and to prevent bottleneck issues  Doesn't cause a CPU and GPU bottleneck as I only get about 45% GPU usage and stay under 10% load in most AAA titles like Destiny or Call of Duty.  CinebenchR23 Benchmarks  Using CINEBENCH R23 I got a score of 27552 which is roughly 70 % of top performing CPU score of 43640.  Using Geek Bench 6 test  I got a Single core score of 2601 which is roughly 83 % of top performing CPU score of 3097 And a multi-core score of 12821 which is roughly 56 % of top performing CPU score of 21742
842,844,2022-01-15,5,99999,Italy,12900K,Finally Intel remembered that it produces processors.Product undoubtedly at the top both as a price and as performance.On 12900 and Comuqnue a niche processor dedicated to the most extreme build or to those who really need great performances.Weaknesses consumption and temperatures.Another painful note lack of compatible or serious problems in finding the components to complete the pc laxing.I highly recommend for the i 9 and the most estro phase a high -end or liquid air cooling.
843,845,2022-11-16,5,99999,France,12900K,"Without doubt one of the best processor of Intel's rating.The price is quite high but the power makes it feel, the passage on the RAM DDR5 is in my opinion the best arguments of sale and a real advancement for my setup.Very practical for making Twitch lives without having to lose FPS in play."
844,846,2024-03-04,5,99999,Canada,12900K,This CPU has been put into my Unraid server so I could take advantage of the onboard video for Plex. My previous AMD system I need a discrete graphics card to do the same thing. This new CPU worked perfectly for my use case.
845,847,2023-11-20,5,99999,Japan,12900K,Very good
846,848,2022-06-04,5,99999,Japan,12900K,"Purchased in May 2022.Operated by simple water cooling (ROG240mm) of ASUS.Since the case is old, 360mm is abandoned.The CPU temperature can be maintained in the latter half of 80 ° C during the encoding of H.265 by rated use.Overclocking because it is Z690 mother.If it is up to 6 cores, it will go around with a magnification of 54.The temperature is about 90 ° C.The voltage is -0.05V with Offset.In this case, the power consumption did not reach 241W by reading Core Temp.However, the all -core is consumed to a magnification of 50 and it consumes up to nearly 300W and the CPU temperature is instantaneous to 100 ° C.The thermal slot ring works immediately.In each case, the room temperature is verified at 27 ° C.I think that the temperature rising to 100 ° C in an instant can not be suppressed in an instant, so if you do not want to apply it to thermal slot ring, it will be difficult to overclock.I thought.If it is a single core, it is satisfied because it operates stable at 54 times.It was replaced from 6700K, but when a 10 -minute video was encoded to H.265, the 6700K ended in about 15 minutes and 12,900K ended in about 7 minutes.I feel the change of the times.Even with PREMIERE PRO video editing (4K 8 streams), it did not become all core full power.Is it only when encoding and turning the bench?Certainly it generates heat, but it can be operated with 240mm simple water cooling if it is usually used."
847,849,2023-05-11,5,99999,the United States,12900K,"This isn't the processor for everyone, but it is very fast. The individual cores aren't significantly different from those in the 13th generation i7. But if you have a need for a lot of parallel processing then this may be the processor for you. I do software development, which it doesn't help 99% of the time, gaming, which it helps a little, and occasionally transcoding large amounts of video and music. During transcoding it helps a huge amount. I have over 300GB of FLAC audio files that I ripped from my CD collection, I never buy mp3s. I wanted to have that on my phone, but I didn't want to carry it at full rate because I can't tell the difference in the car, so I transcoded it. I had done that once before and it took more than a day on a five year old Ryzen 7. This machine took around 30 minutes. 30-40 times faster. At work the optics team, which uses ray tracing software to design optical telescopes and laser focusing lenses, uses i9s in preference to Xeons. The Xeons might be faster under some circumstances, but the machines are hugely expensive, so the i9s are much better for price performance. Would I buy it again? I'd probably buy the 13th generation, but if I had any sense I'd just get the 13th gen i7."
848,850,2022-08-15,5,99999,Germany,12900K,The price is bad
849,851,2023-12-01,5,99999,Canada,12900K,"It's not the latest gen but an overclocked I9 12th gen is more than enough for almost any gaming. Overclocked it does demand some serious cooling, but anyone who overclocks would expect that."
850,852,2022-12-04,5,99999,the United States,12900K,"Works great in my new system. I wouldn't say easy to install, but none are, I always sweat bullets when I latch down the CPU holder. But other than that stable and powerful. Here's my build, rock stable and fast as hell!  Logitech G502 HERO High Performance Wired Gaming Mouse Logitech G910 Orion Spectrum RGB Wired Mechanical Gaming Keyboard External DVD Drive, USB 3.0 Portable CD/DVD +/-RW Drive/DVD Player Cooler Master SickleFlow 120 V2 ARGB 3in1 Square Frame Fan Cooler Master MasterFan SF360R ARGB 360mm All-In-One Square Frame Fan w/ 24 Independently-Controlled ARGB LEDS ASUS ROG Strix Z690-E Gaming WiFi 6E LGA 1700(Intel 12th Gen)ATX gaming motherboard Cooler Master Hyper 212 Black Edition CPU Air Coolor Cylewet 10Pcs Mainboard Computer PC Internal Speaker Buzzer Computer Case Buzzer Intel Core i9-12900K Desktop Processor 16 (8P+8E) Cores up to 5.2 GHz Unlocked SAMSUNG 870 EVO SATA III SSD 1TB 2.5” Internal Solid State Hard Drive Cooler Master MasterBox TD500 Mesh Airflow ATX Mid-Tower with Polygonal Mesh Front Panel, Crystalline Tempered Glass Corsair Vengeance DDR5 64GB (2x32GB) 5200MHz C40 Intel Optimized Desktop Memory Corsair RMX Series (2021), RM1000x, 1000 Watt, Gold, Fully Modular Power Supply,Black SAMSUNG 980 SSD 1TB PCle 3.0x4, NVMe M.2 2280, Internal Solid State Drive"
851,853,2023-03-31,4,99999,Germany,12900K,"Everything is going well, but I need an invoice that I cannot apply for.Request for feedback"
852,854,2022-10-14,5,99999,Canada,12900K,"This thing never goes over 15 percent usage, and most games its actually using 0-4 percent. Even on Escape From Tarkov at max settings 4k 140+ fps its using 4 percent at max and usually is at 0-1 percent, I don't know if it's my computer reading an error but I use a few apps to check including the task manager tab. I use an NZXT AIO and the temps on this thing are under 20 idle and when I'm gaming on any game it never goes over 45 and usually is in the low 30s. I tried WOW classic, Retail, Cyberpunk, Spiderman , and regularly play Escape from tarkov and all at 4k max settings and this thing just stays cool and and low usage. My GPU barely works as I have a 3090 TI, my GPU is usually at USAGE 40-50 percent at max 60 percent and stays cool, so I don't think anything is bottle necking.  My old computer has an I5 and I have a laptop with an I7 and when I am gaming they are usually at 90+ percent usage. Even my friend with the AMD 5800x3D was getting at least 30+percent usage for AAA games. This is the first Computer I've built where I'm actually not even worried about the CPU for how cool it runs. I'm really shocked on how good its performance is, Definitely recommend."
853,855,2022-03-27,5,99999,Japan,12900K,"If you do not give a strange load on a benchmark etc., it is not a hot CPU that is so hot. 360 mm is ideal, but if you use it normal, it seems that you can go with 280 mm.A calm case rises to 90 degrees or more without a hole, but I don't care because it is a perception that CPU does not have to exceed 100 degrees.It is a CPU that is said to be a washer lake, but the processing is fast and it is not so hot because it is not so hot for normal use."
854,856,2022-04-06,5,99999,Japan,12900K,"Purchase for gaming PC, overclocks P core to 5.2GHz and regularly use.It is a pretty good CPU if you can get along well with heat.Nevertheless, I haven't spent summer yet, so I'm a little worried about it, but I'm satisfied."
855,857,2024-03-03,5,99999,Canada,12900K,Just a quick swap from a I5 to this on a 660 mobo Noticed a difference right away in cities skylines 2 That's all I needed
856,858,2024-06-06,5,99999,the United States,12900K,Make sure you have a good Aio NOT an msi core liquid v2 360 because that one died on me and this was seeing 80-90c idle other than that this processor is pretty good when its cooled properly.
857,859,2023-01-22,4,99999,Japan,12900K,"Low binned CPU, bad CPU score"
858,860,2024-03-20,5,99999,Canada,12900K,Merci
859,861,2024-03-04,5,99999,the United States,12900K,works perfectly under load. work mostly on architecture and rendering
860,862,2024-01-06,5,99999,Canada,12900K,"Faster Read, Write speeds than I-7. Easy Install. I recommend a Liquid cooler if you Overclock--otherwise the revved Fan noise will irritate you. I returned one -new unopened because the Motherboard I ordered for it arrived Damaged."
861,863,2022-04-06,1,99999,Japan,12900K,"It arrived at 12900ks, not a product evaluation, but please be careful when shipping."
862,864,2024-04-24,5,99999,the United States,12900K,"Excellents processor, good price, I recommend the seller 100%."
863,865,2023-08-10,5,99999,Canada,12900K,"I've only had it about a month, but so far it is complete overkill for gaming... I haven't seen it go above 50% pushing it as hard as I can other than stress testing lol. I bought it so hopefully in 10 years it can still do some stuff hahaha."
864,866,2024-05-11,4,99999,the United States,12900K,Is 50c high? Feels like it to me... under really heavy loads barley his 60. I have liquid cooling cpu & gpu aids and 9 fans. Still seems high IDK
865,867,2024-03-23,4,99999,the United States,12900K,Well at the time of installing if I was a little fear but well everything went well you have to continue trying to see how it goes
866,868,2023-01-02,5,99999,the United States,12900K,"So far this thing is great! I upgraded from the 9900K and this has been a noticeable difference. I'm still in the process of updating drivers and reinstalling some software. I haven't done any overclocking so the Cinebench score and temps are straight stock settings. After seeing all the info on how hot this thing can get I added the Thermalright contact frame. It was a breeze to install. I watched the Gamer's Nexus video about this frame and followed their directions. For the motherboard I went with a MSI Z690 MPG Edge Wifi DDR4 so I could reuse my current RAM. I had to order a LGA 1700 bracket for the NZXT Kraken X73 AIO. I ordered both the frame and the LGA 1700 mount from Amazon and both arrived fast and were exactly what I needed. So far my temps are staying in the general range of my 9900K. I'm planning to do a little gaming this week with it so I'll have a chance to see how it does under my daily use. I also do a bit of Premiere and After Effects so I'm looking forward to seeing how it works there as well. Overall, this is probably way more processor than I NEED. I was still able to do what I needed to do with the 9900K. I built the 9900K in 2020 during the height of the astronomically high PC price wave. I ended up getting this processor for about $100 less than I paid for the 9900K two years ago. So the price-to-performance upgrade for me was a no brainer. If you want a fast processor at a reasonably decent price, this is a great one to get. Just be aware you will need to pay attention to your cooling."
867,869,2024-03-19,5,99999,the United States,12900K,Quality and price
868,870,2023-11-26,5,99999,the United States,12900K,"It took me less than 15 minutes to take out my current 1700 series CPU (i7 12700K) and add in this new one. Removed the AIO cooler, cleaned off the thermal paste, applied new past after inserting and wala' it's up and running like a champ. I'm not a gamer, so yes I understand it's not a huge bump in performance for those applications. Video Editing is another story."
869,871,2023-09-11,5,99999,the United States,12900K,"Are usually go for the best products and it was a mistake for my first PC build I chose this chip and I didn’t know it runs that hot I built my PC I had enough fans but I had a 240 mm radiator I want a Micro Center and had to get a 360 mm cooler from the pool. The temps were at 89 to 92°C after the deep cool AIO under stress, test and bench testing the temp stay under 60°C , other than that I game hard on it and stream and the CPU usage never goes past 30%. It’s pretty overkill but that’s how I like my PC."
870,872,2023-08-07,5,99999,the United States,12900K,"Purchased this for my new rig as opposed to an i7 based on price point at time of purchase (this was actually cheaper than the i7). Paired with RTX 4060TI 8GB.  NO regrets. This can handle anything I throw at it, without issue (gaming wise) and never goes above 50/55C (not overclocked and cooled with 240MM AIO from Corsair) Idles around 32/33C Very responsive with plenty of clearance if I ever want to OC this guy. Heat was a concern after reading reviews and only having a 240MM radiator (sitting over a 4060Ti), but no issues - heat or performance) at all.  Great time to buy with new gen just arriving recently."
871,873,2022-02-21,5,99999,the United States,12900K,"Purchased this CPU to finally upgrade my tired 8086k that I have had for close to 4 years now, and considering I also own a 3090 I was lucky enough to get last year, it was time. Paired with said gpu and a MSI Tomahawk Z690 with a Noctua NH-D15 Chromax Black cooler, this cpu runs complete marathons around my old 8086k. Certain games that would fully saturate my 8086k while also getting notifications from something like Discord would introduce very bad stutter, however those are completely eliminated with the 12900k. Temps are high when Im doing full resolution photo renders from my DJI Air 2S or Sony a6400 or straight up benchmarking, but that is expected and I'm not one to sweat about 80-90c temps, but if you are I would recommend the 12700k/5900x as they both run cooler and draw less wattage. However in gaming with multiple different Firefox tabs and discord/telegram open, it never even touches 70c, so your experience may vary depending on what type of work load you are doing. Make sure that if you do have a high powered gpu that you also have a high output power supply with a high efficiency rating as well, as my system can suck north of 600-750w full tilt (my power supply being a 1200w platinum EVGA that doesnt break a sweat under full load)."
872,874,2024-01-04,5,99999,the United States,12900K,If someone ever asks you 'what is a GPU bottleneck' buy them a 12900k lmao.  It's so good.
873,875,2023-11-02,5,99999,the United States,12900K,"I love the Intel i9 unlocked processor. I have always used Intel and will continue to do so. All of my games operate smoothly, the graphics are amazing used with the correct moniter and Gpu. In my opinion Intel beats Ryzen hands down."
874,876,2023-07-18,4,99999,the United States,12900K,"Came packaged kinda poorly, and didn’t include the golden coin case, which makes me think maybe it was pre owned. When I opened the packaging though it had no paste on it and the pins looked brand new, so maybe they just don’t include it anymore since it isn’t the newest flag ship??"
875,877,2023-11-17,5,99999,the United States,12900K,"the CPU run fast and stays cool, the performance was great ,test run at 5.2Ghz the temperature not over heat.run with my solidworks software that cpu was great."
876,878,2023-08-14,5,99999,the United States,12900K,"Using this to serve movies and shows using PLEX, handles continuous recording of several 4K surveillance cameras using Blue Iris, runs a web server (just for family), and controls a Z-wave home automation program involving several nodes. I also use it listen to my collection of music. It does all of these tasks (along with other minor things) without a sweat. Generally it keeps under 15% utilization. Thank you Intel!"
877,879,2022-01-10,5,99999,the United States,12900K,I only used laptops up to this point and this is my first PC build however I got this processor specifically for Workstation class computation and high performance gaming. The Core i9-12900K is blazing fast and uses very little watts for gaming mostly hovering around 65W~80W in the games I have played so far. It renders 3D projects at such a speed I hardly have time to do something else before it is complete which is a great change of pace. I would say the Core i5-12600K is better geared for gaming and this is much more geared towards production or enthusiast class gaming. I highly recommend this processor or anything in the 12th gen Alder Lake family.  Full System Specs: ・ASUS Prime Z690-A ・Noctua NH-D15 Chromax Black ・Intel Core i9-12900K 5.2GHz ・NVIDIA RTX A5000 24GB ECC ・G.Skill Trident Z5 RGB 32GB 5600MHz ・Samsung 980 PRO 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・EVGA Super Nova G5 850W 80 Plus Gold ・Fractal Torrent Gray E-ATX Mid Tower Case
878,880,2023-11-26,5,99999,the United States,12900K,"If you want to play a little and do professional things, this would be indicated by the distribution of nuclei it has."
879,881,2022-08-23,4,99999,the United States,12900K,"I bought this instead of the 12th gen i7 anticipating future demand for more cores. There is a price difference to consider. As many know, more cores doesn't necessarily mean better. Games only use a max of 6 cores, though it may vary from game to game. If you just want to game, buy the i7 series. My 4790k had served me so well, it's still my backup on my old mobo. It's been at least 5 years since I bought ol' reliable. She's been through rough seas. It was time for her to rest easy.  For the i9, in terms of gaming performance, only CPU heavy games like RTS games will see any benefit. Multi-tasking also sees benefit, though that's limited to the hard drive it's working off of. Still, I expect great things in the far future.  The packaging is a keeper to be sure, too."
880,882,2023-05-26,5,99999,the United States,12900K,"It's great, I'm using 13900k but wanted a better cpu for my 2nd PC, and it's great, especially for compute tasks and multi-threaded workloads. The raptor lake, and forthcoming, will of course be better, but if you need the best Alder Lake CPU and can find a decent deal, it won't let you down. I'm able to cool it efficiently with a Noctua N-14 (single stack, single fan setup) and it works great."
881,883,2023-10-13,5,99999,the United States,12900K,Bought on sale. My rig placed in the 97 percentile. The pc is overclocked. The processor is running cool and stable. No issues yet. Would recommend
882,884,2023-12-07,5,99999,the United States,12900K,Well packed and new.
883,885,2023-09-25,5,99999,the United States,12900K,"This CPU is top quality, it is easy to install and works great for gaming, it stays cool and I have had no problems with it."
884,886,2023-10-05,5,99999,the United States,12900K,"I bought it with price lower than I7-13700, which was very good choice and happy with the decision"
885,887,2023-09-15,5,99999,the United States,12900K,I was going to go for the 13900k but I took this one for half of the price and have to tell u love it thank you
886,888,2023-07-09,5,99999,the United States,12900K,It's been less then 24hrs since I upgraded from an i7-8700 and could instantly tell a difference in performance. Haven't had the need to overclock since it handles streaming on twitch/kick with obs while playing games on the same PC very nicely at stock settings.
887,889,2022-07-21,4,99999,the United States,12900K,"The 12900k can be hard to justify. The 12700k is around two-thirds the cost and the difference in performance is only a few percent. Furthermore, you can get away with a moderate cooling solution on the 12700k whereas the 12900k really requires a top of the line cooler which will set you back even more. Even while using the NH-D15 CPU cooler I decided to underclock the 12900k a little bit in order to keep thermals in check, bringing the performance nearer to the 12700k. Given the option to do it over, I would have just gone with a 12700k and saved myself about $250."
888,890,2023-04-29,5,99999,the United States,12900K,"many cores, able to run multiple virtual machines with unnoticeable slowdown to other functions. Stays at 1-3% when playing games paired with a 3070. May upgrade to 13th gen later, but i really can't complain in terms of performance. Only have a dualfan/dual heatsink cpu cooler and it stays below 60 celsius at all times. Rests at about 30."
889,891,2023-10-24,5,99999,the United States,12900K,Fast shipping and great product
890,892,2023-04-19,5,99999,the United States,12900K,This CPU is power hungry under load but in games the CPU is fast. This also works fine for workstation workloads but this shines in gaming for sure. Also if you have the cooling this CPU can be clocked even higher for better performance. But for this you will need a decent CPU cooler.
891,893,2021-12-16,1,99999,the United States,12900K,"I've put together a few systems and run some retail 12900k chips so far and the 12900k is by far an amazingly fast CPU.  Unfortunately this one I ordered from Amazon came already opened. As soon as I opened the shipping box I could tell it had been opened before. The edge was uneven and the label crease was loose. I put my X-acto Knife down (which is what you need or something similar to open these as the label is there for a reason) and with just the gentlest of pressure the label peeled away from the center where someone oh so nicely had finely cut the label horizontal to make it easy to fold one side back over the other and with just a quick once over it looked almost normal.  If I hadn't opened a few of them already with Intel's fancy new packaging I probably would not have noticed but the way the packaging normally is, it is VERY precise, tight, even lines and you will not be easily or gently opening it up with a simple light finger pry.  My biggest fear was there wasn't going to be a CPU in there at all but luckily the right CPU was in there that matched the container batch but if something is sold as new I don't do open boxes.  Make sure to check your packages before opening. The seal should be nice and tight and straight. The edges of the back flap should be firm and secure against the other flap and the bottom line/edges should be even and exacting.  Give a gentle pull on each corner of the box where the label keeps it sealed to make sure it hasn't been altered or tampered with. It should be VERY firm and unable to just pull open easily. Look at the condition of the box itself around that area and even the gold disk inside.  Fresh, brand new i9 12900k's are very pristine and boxed with precision.  Still, they are fantastic processors overall and a worthy upgrade from 10th and 11th gen."
892,894,2023-09-27,5,99999,the United States,12900K,great price easy to install
893,895,2022-08-22,5,99999,the United States,12900K,"Now has a thin film over it. Don’t know how it receives electricity and signal from the socket on the motherboard, probably similar to wireless charging, but at least it protects the pins so less likely to damage them while handling the CPU during the build. After all CPU is the most or second mot expensive component in a PC build.  Other than that, the increase in core count and speed, couple with gen 4 SSD and RTX 3090 ti, everything else is just slow"
894,896,2022-10-19,5,99999,the United States,12900K,"Received at least a week earlier than the scheduled assessment for delivery. Not installed yet but if you look at video reviews I'm sure you know this processor is going to preform when you need it as a creator. At the moment I'm still using a 2010 year, i7 that endured the test of time in a properly built computer. Now it's time for the i9 12900K LGA1700 creator build computer to handle photography & video production in 2022."
895,897,2023-10-03,5,99999,the United States,12900K,Good
896,898,2023-05-30,5,99999,the United States,12900K,"This unit is powerful for all of your needs. Just remember this thing runs really hot!!! Make sure you use a good cooling system. Otherwise, you will have thermal throttling issues."
897,899,2023-10-16,3,99999,the United States,12900K,I bought this thinking it came with the whole case and everything but it came in a cheap little box that was half crushed.
898,900,2023-03-23,5,99999,the United States,12900K,This is the fastest processor I've ever owned and with it I upgraded my entire pc. Even though I purchased last years model it's still extremely fast and works well.. Make sure you pair this with a good motherboard otherwise it can run pretty hot.
899,901,2023-07-10,5,99999,the United States,12900K,Could is great but. Boy does she put off some heat. Feels like a furnace under my desk
900,902,2023-03-25,5,99999,the United States,12900K,"This cpu is killer and can literally handle any game you throw at it on max settings, and the same can be said for most workload programs. However I bought it back in early 2022, when it was still way overpriced for what it is now"
901,903,2023-07-18,5,99999,the United States,12900K,"Really fast for gaming, excellent speeds. Intel Driver software is nice too."
902,904,2023-08-24,5,99999,the United States,12900K,It arrived excellent and without problems.100% recommended
903,905,2023-09-10,5,99999,the United States,12900K,Great Processor
904,906,2022-09-12,5,99999,the United States,12900K,Awesome Cpu blazzzing fast !!!!!! for gaming and other tasks . i see that the temps for this cpu work up into the 70's and even higher 80 + my recommendation is to undervote your cpu if your just gaming that will lower temps. With good thermal paste Kingpin cooling KPX and a water cooler im getting 55-58c in gaming hope it helps.
905,907,2023-06-26,5,99999,the United States,12900K,Not sure if I bought the best in terms of value and performance!
906,908,2023-08-15,5,99999,the United States,12900K,supper fast works just grate
907,909,2023-08-09,5,99999,the United States,12900K,Thanks I get fast and good performance
908,910,2023-06-01,5,99999,the United States,12900K,"Powerful, speed, great performance ... really a great wonder what this processor does."
909,911,2023-02-27,5,99999,the United States,12900K,I found this on sale for $350. A 12th gen i9 for a comparable price to an i7 I mean the review writes itself couldn’t have been more excited to get such a great cpu for such a competitive price.
910,912,2022-07-21,5,99999,the United States,12900K,The processor is amazing. Upgraded from an Intel 8700k. Paired it with 6400 mhz DDR5 memory on a AsRock z690 Taichi motherboard and my Nvidia EVGA 3080Ti and I'm consistently in the top 5% of benchmarks world-wide with barely any tweeks except selecting the XMP profile in my bios. Blows away anything currently AMD is offering in the same price range.
911,913,2022-12-16,4,99999,the United States,12900K,"Very excited to get up and running, came in OG box sealed. Took a long time to get but very pleased"
