,review_date,rating,mrp,country,product_id,trans_review
790,2022-06-22,5,60000,Italy,12700K,great quality product  planned the purchase for configuring a new pc very satisfied on purchase and delivery times
791,2022-02-06,5,60000,France,12700K,no problem when editing  i mounted a nightua nhu12a fan  when the proc works 100   it remains under 80 ° c in normal operation  the whole is silent be careful if the cm walks at the ddr5  it is twice the price of the ddr5 the gpu works well  video processing  while waiting for graphics cards to return at reasonable prices 
792,2024-03-03,5,60000,the United States,12700K,a great performance  cheap enough for the performance it gives  i got this for 210  on bf  recommend 
793,2024-02-06,5,60000,Canada,12700K,good enough for this price range
794,2024-06-04,5,60000,the United States,12700K,for me the best of the last three generations of intel  a decent tdp  i have no temperature problems or any problem  i recommend it 
795,2024-05-13,5,60000,the United States,12700K,runs microsoft flight simulator on multiple 32  screens beautifully 
796,2024-04-09,5,60000,the United States,12700K,perfect
797,2024-02-17,5,60000,the United States,12700K,great product brand intel i7 cpu  i have been using the intel brand cpu s and have been using the i7 and the k series since they were introduced  this seems to handle video processing and cad cam projects quite well  i have always had great luck with intel brand processors and will continue using them  pretty good value for the cost 
798,2023-12-04,5,60000,the United States,12700K,compared to the coffee lake generation i had been  willingly  stuck on for 4 years this is a massive leap  before buying i was a bit skeptical since i m not a fan of intel s newer way of handling cores  but the first thing i tried when i got it was emulating ps3 games and right off the bat i saw compile times cut tenfold and stability at least doubled   the older cpus from the 8th  9th  and 10th gen are perfectly usable for most people so if you re on a budget maybe look on the used market for those  but if you really need something powerful this is a good option 
799,2023-08-05,4,60000,the United States,12700K,this item has been with me for a very short time   so i recently decided to upgrade my gaming rig  and after extensive research  i made the bold choice to order the intel core i7 12700k gaming desktop processor with integrated graphics and 12 cores  let me tell you  this processor is the absolute best  with its 12 cores  it brings a whole new level of performance to my gaming experience  whether i m playing graphically demanding aaa titles or indulging in intense multitasking  this processor effortlessly handles it all  and what s even better is that it comes with integrated graphics  meaning i didn t have to shell out extra cash for a separate graphics card  yet  the integrated graphics offer the flexibility of running dual displays smoothly without any hiccups  plus  with intel s reputation for reliable and high quality products  i know i can trust the i7 12700k to last me for years to come   i hope you find this review helpful 
800,2024-03-15,5,60000,the United States,12700K,huge upgrade from 8th gen i5  paired it with the asrock z690 and 32g ddr4
801,2023-12-02,4,60000,the United States,12700K,the morning after building and setting up windows  drivers  etc  the pc had blue screened because of temperatures  and after a reset and entering the bios i saw that the temperature was 89 degrees celsius  thankfully  after some trial and error i was able to undervolt it and not have my cpu die  i d suggest anyone who looks into getting an intel cpu to undervolt it 
802,2024-01-12,4,60000,Canada,12700K,the one i bought one year ago had instability  didn t know it was the cpu until it really started acting up  had to do a lot of tests with different component to finally be able to pinpoint the cpu  when i reached out to intel  they informed me about a policy about   tray   processor and   boxed   processor  basically a tray processor is sold in bulk and they don t cover warranty  as for boxed processor  they are sold by certain compagny and cost usually more  fortunatly  the one i got was a boxed one  but still intel told me i had a   tray   processor  i had to go on their website and enter my product information and send them the proof that their website is saying i have a   box   processor  it was a bit unnerving  but at the en  they offered me the warranty and i m supposed to receive a new one when they finish processing the one i sent them 
803,2024-03-19,5,60000,the United States,12700K,used at work 
804,2023-12-10,5,60000,the United States,12700K,at this time in the product life cycle  the 12th gen cpu is about half the cost of the 14th gen cpu  it is more than fast enough for everything i do  my major reason for upgrading was my old motherboard did not have tpm 2 0  the cpu was easy to install  it is running between 36 37 degrees celsius  though i admit i am not stressing it   i am very happy with my purchase 
805,2024-02-05,5,60000,the United States,12700K,i received the product with the promptness of the case i arrive sealed and in a box with another product the operation is good and not usually heated with a good air cooling system 
806,2024-02-25,5,60000,the United States,12700K,this appears to be the best option for intel at this price range  works as advertised 
807,2024-01-29,5,60000,the United States,12700K,i bought it when i was special  and there was no problem in use  and the money was worth it i purchased it at a special price  and i haven t encountered any issues in terms of usage  it offers great value for the money 
808,2024-02-02,5,60000,the United States,12700K,it s a top of the line cpu that will last for a long time  there s nothing to dislike about it  it replaced a 12 year 3770k 
809,2024-01-16,5,60000,the United States,12700K,if you re looking for an intel cpu i would recommend this even though it is a couple years old now i belive its still the best intel cpu for gaming
810,2024-02-25,5,60000,the United States,12700K,play video and see how it behaves when you make my assembly
811,2024-01-24,5,60000,the United States,12700K,went from a 9400f to this was a big different on gaming  i finally get the fully potencial of my gpu
812,2024-03-02,5,60000,the United States,12700K,great
813,2024-02-19,5,60000,the United States,12700K,great cpu  would buy again 
814,2023-12-01,5,60000,the United States,12700K,wow what an incredible black friday deal  seriously   211 is well worth it for the performance  i also purchased the 12600k for  153 which is another unbeatable deal offered this year at amazon  if you managed to get your hands on either one of you made the right choice 
815,2024-01-18,5,60000,the United States,12700K,this is a second purchase of core i7 12700  it works very well as expected 
816,2023-11-30,5,60000,the United States,12700K,for my limited budget  i bought it  while the 12700k isn t the top of the line  at least for me  it was more affordable and very performant  i ve had good success overclocking it and actually undervolting it to reduce temperatures 
817,2023-12-28,5,60000,the United States,12700K,i ve installed a 10th gen 2x  12th gen  and a 13th gen on my family s pc s  i ve never had a problem 
818,2023-08-05,4,60000,Canada,12700K,it s pretty good value for money  as far as intel cpus are concerned     for a 12th gen cpu  but if you re looking for the better value get the i5 13600k which outperforms it at pretty much the same cost while being a 13th gen cpu  the only real downside of the 13600k is that it generally requires a 13th gen compatible motherboard  otherwise you ll need to flash the bios on a 12th gen compatible motherboard to update the motherboard for it to be able to read 13th gen cpu  i highly do not recommend doing this   i ve tried it a few and it s such a big hassle  many potential issues    that i recommend first time pc builders or part buyers to just save yourself a headache and buy a 13th gen cpu  along with a 13th gen compatible motherboard  don t buy 12th gen mobo  which obviously doesn t require flashing bios for the 13600k to be usable 
819,2024-01-05,5,60000,the United States,12700K,great cpu for multitasking  i don t know too much about cpu but this is great 
820,2023-07-21,5,60000,the United States,12700K,so far so good  but then that s what i said about the last one    i ll check back in a year on this and hope it outlasts my prior cpu   as for the last one    it s intel dropping the ball with their qc it seems  had an imc function poorly and finally give up the ghost and refuse to post with more than one memory module installed  couldn t run any xmp profiles  and swapping the processor solved it  not a mobo issue    just watch for funky behavior when you buy this gen  and return it if  anything  seems even  remotely  off 
821,2023-07-25,5,60000,the United States,12700K,the heart of my pc build and wanted to have the  k  version with the integrated graphics    even though i was going to have a gpu anyways  it s a good backup if the gpu fails   can t do a pro and con here as there is nothing much to report  it plays every game without bottlenecking my rtx 3070 and was a breeze to install  there is literally one way to install it   you d have to intentionally or forcibly install it wrong   also  it runs surprisingly cool and doesn t act like an easy bake oven in my motherboard 
822,2023-07-16,4,60000,the United States,12700K,not much to say about this cpu  it s intel  and these are immortal  still have the 3770k i got like 10 years ago  and an extreme i got even earlier than that   so the main motive here is to let amazon know that i have received the item  but i don t know how to let them know so they can change the  package left at mail  to  already received    
823,2023-11-22,5,60000,the United States,12700K,i got the cpu on sale and i would say the performance is great  my application is running smoothly and does not come into any problem for a year now 
824,2023-11-16,5,60000,the United States,12700K,this thing is a workhorse  ive got mine clocked to 5 0ghz and it runs like a dream  keep in mind this unit will require a water pump air coolers are not enough 
825,2023-06-26,4,60000,the United States,12700K,bought this k to have graphics backup  the cpu is great the graphics not so much  still i do not use the internal graphics as primary graphics for my pc  but only for the purpose of having temporary backup when needed  so for that purpose it works  the cost vs the kf is fairly negligible so for its primary purpose it is a very good cpu 
826,2023-01-02,5,60000,the United States,12700K,the i7 12700k is in the top 5 for gaming cpus right now  amd is doing fairly well as of late but intel has a solid performance lead with it s single core performance on newer generation chips   if you re on the fence and want a quick top 5 for overall gaming performance  it goes as follows  1  i9 13900k 2  i7 13700k 3  i9 12900k 4  i5 13600k 5  i7 12700k  this chip is no slouch though  it trades blows with the 13600k in some situations if overclocked but overclocking isn t really fair for comparison   in conclusion  if you re looking around this price point  check both this cpu and the 13600k  pick whichever is cheaper  higher end 12th gen intel motherboards can be flashed in the bios to take 13th gen cpus too  but do your research on those before going that route  this one will serve you well    
827,2023-09-22,5,60000,the United States,12700K,bought this for a new personal pc  my last was an i7 4790k build that got totaled out  crushed  during shipping  after building a new one on a z790i platform  the performance gain was stunning  completely night and day  i cannot say enough about this cpu  and would totally recommend this product  
828,2022-02-15,5,60000,the United States,12700K,it s been roughly 6 7 years since i last build my gaming computer  upgrading to this has been more than significant  as of this writing  i hope you ve done your research the i7 12700k s price point and its competition  for this price point  it may be the top dog   some things to consider before purchasing  1  make sure you are purchasing a lga 1700 motherboard  i went with the ddr4 motherboard because ddr5 is still at its infancy  the ddr5 ram may not be the best option for your buck right now  you ll be fine with ddr4  2  this cpu does consume a lot more power compared to its predecessor  double check if your psu will be enough  there are online resources that will help you calculate your psu  it s always good to have a little overhead  3  make sure your heatsink has retrofit screws that s compatible with this motherboard  you can purchase them separately  if you have a heatsink that s very old   2016   it s more than likely it may not be compatible   good luck 
829,2022-08-04,5,60000,the United States,12700K,i had been planning to hold off for raptor lake  but my z370 mobo died  and i decided to go ahead and get an alder lake i7  so far it s impressive  it runs much cooler than my i9 9900k  mild oc    59c 63c under a gaming load vs 75c   but that could ve been due to the my old aio being in it s death throws for the past few months  3dmark cpu score went up noticeably as well  overall  i m pretty happy with it  haven t messed around with overclocking yet  but there doesn t seem to be as much headroom left as there used to be  from what i ve read 5 3 ghz is about what you can expect  the days of getting another 800mhz   1 ghz  over stock clocks out of a cpu are gone it seems 
830,2023-08-05,4,60000,the United States,12700K,i received the processor with the safety seal broken  so far everything works correctly but i did not like this to be like this
831,2023-12-09,5,60000,the United States,12700K,great product
832,2023-09-24,5,60000,the United States,12700K,paired it with an asus mobo and a lian li 360mm aio  runs cool  no performance issues  and no bottlenecks for the gaming i use it for 
833,2022-08-30,5,99999,India,12900K,i brought this processor for my gaming workstation build   combining this processor with nzxt 360 mm liquid cooling aio   things went smoothly  it can handle literally all heavy tasks like 3d rendering   simulation   gaming   yet keeps temprature at 40c   highly recommended for best gaming rigs   note  4th gen ssd is a plus for the build     otherwise there might be bottleneck with gen3 ssds while doing 3d rendering works  
834,2023-01-15,5,99999,India,12900K,was using amd cpu until now  cpu died in 2 year only  now back to intel  dad of amd  
835,2023-07-10,5,99999,Mexico,12900K,the difference in the change from amd to inter is feeling a lot  it is much more stable and more fluid  its drivers are well optimized and run spectacular  do not heat up  even 100  use is maintained in the 70 degrees
836,2024-02-26,5,99999,Germany,12900K,i sent it back because i have now changed my complete system  but the processor is great 
837,2024-02-14,5,99999,France,12900K,good
838,2023-04-28,5,99999,the United States,12900K,play video i recently got my hands on the intel core i9 12900k desktop processor  and i have to say  i am blown away by its performance  this processor is an absolute powerhouse  with 16 cores  8p 8e  and speeds of up to 5 2 ghz  it s also unlocked  which means i can push its limits even further if i want to   installing the processor was easy enough  although i did have to make sure my motherboard was compatible with the lga1700 socket and 600 series chipset  once i had everything set up  i fired up my favorite games and applications to see how the processor would perform   the results were nothing short of impressive  the i9 12900k chewed through every task i threw at it with ease  from demanding video editing software to the latest aaa games  i was able to multitask without any lag or slowdowns  and my system felt incredibly responsive and snappy   the processor also runs surprisingly cool  even under heavy load  i did notice a slight increase in power consumption compared to my old processor  but it s a small price to pay for the sheer performance boost   overall  i am extremely satisfied with the intel core i9 12900k desktop processor  if you re a power user or a gamer who demands the best performance  this processor is definitely worth considering  it s not cheap  but in my opinion  it s worth every penny for the sheer power and speed it delivers 
839,2023-07-14,5,99999,Japan,12900K,i purchase this cpu 1 year ago and it cost me 74 000 jpy back then  the price didn t drop much since that time and the performance is satisfying so far   the new generation spec is higher so if you want to buy this cpu don t  instead  you can buy i7 gen13 as it will have the same spec plus a better cache than the 12 gen   it might be better to buy the k version in case you have issues with your gpu to troubleshoot 
840,2023-06-27,5,99999,Italy,12900K,really excellent processor in all on parts excellent seller who sent the processor 10 days before the expected deadline the processor arrived in its original packaging  perfectly sealed  which does not always happen compliments
841,2023-10-31,5,99999,Canada,12900K,this cpu has 24 threads and 16 cores  8e cores and 8p cores  which really makes difference when dealing with 3d graphics and to prevent bottleneck issues  doesn t cause a cpu and gpu bottleneck as i only get about 45  gpu usage and stay under 10  load in most aaa titles like destiny or call of duty   cinebenchr23 benchmarks  using cinebench r23 i got a score of 27552 which is roughly 70   of top performing cpu score of 43640   using geek bench 6 test  i got a single core score of 2601 which is roughly 83   of top performing cpu score of 3097 and a multi core score of 12821 which is roughly 56   of top performing cpu score of 21742
842,2022-01-15,5,99999,Italy,12900K,finally intel remembered that it produces processors product undoubtedly at the top both as a price and as performance on 12900 and comuqnue a niche processor dedicated to the most extreme build or to those who really need great performances weaknesses consumption and temperatures another painful note lack of compatible or serious problems in finding the components to complete the pc laxing i highly recommend for the i 9 and the most estro phase a high  end or liquid air cooling 
843,2022-11-16,5,99999,France,12900K,without doubt one of the best processor of intel s rating the price is quite high but the power makes it feel  the passage on the ram ddr5 is in my opinion the best arguments of sale and a real advancement for my setup very practical for making twitch lives without having to lose fps in play 
844,2024-03-04,5,99999,Canada,12900K,this cpu has been put into my unraid server so i could take advantage of the onboard video for plex  my previous amd system i need a discrete graphics card to do the same thing  this new cpu worked perfectly for my use case 
845,2023-11-20,5,99999,Japan,12900K,very good
846,2022-06-04,5,99999,Japan,12900K,purchased in may 2022 operated by simple water cooling  rog240mm  of asus since the case is old  360mm is abandoned the cpu temperature can be maintained in the latter half of 80 ° c during the encoding of h 265 by rated use overclocking because it is z690 mother if it is up to 6 cores  it will go around with a magnification of 54 the temperature is about 90 ° c the voltage is  0 05v with offset in this case  the power consumption did not reach 241w by reading core temp however  the all  core is consumed to a magnification of 50 and it consumes up to nearly 300w and the cpu temperature is instantaneous to 100 ° c the thermal slot ring works immediately in each case  the room temperature is verified at 27 ° c i think that the temperature rising to 100 ° c in an instant can not be suppressed in an instant  so if you do not want to apply it to thermal slot ring  it will be difficult to overclock i thought if it is a single core  it is satisfied because it operates stable at 54 times it was replaced from 6700k  but when a 10  minute video was encoded to h 265  the 6700k ended in about 15 minutes and 12 900k ended in about 7 minutes i feel the change of the times even with premiere pro video editing  4k 8 streams   it did not become all core full power is it only when encoding and turning the bench certainly it generates heat  but it can be operated with 240mm simple water cooling if it is usually used 
847,2023-05-11,5,99999,the United States,12900K,this isn t the processor for everyone  but it is very fast  the individual cores aren t significantly different from those in the 13th generation i7  but if you have a need for a lot of parallel processing then this may be the processor for you  i do software development  which it doesn t help 99  of the time  gaming  which it helps a little  and occasionally transcoding large amounts of video and music  during transcoding it helps a huge amount  i have over 300gb of flac audio files that i ripped from my cd collection  i never buy mp3s  i wanted to have that on my phone  but i didn t want to carry it at full rate because i can t tell the difference in the car  so i transcoded it  i had done that once before and it took more than a day on a five year old ryzen 7  this machine took around 30 minutes  30 40 times faster  at work the optics team  which uses ray tracing software to design optical telescopes and laser focusing lenses  uses i9s in preference to xeons  the xeons might be faster under some circumstances  but the machines are hugely expensive  so the i9s are much better for price performance  would i buy it again  i d probably buy the 13th generation  but if i had any sense i d just get the 13th gen i7 
848,2022-08-15,5,99999,Germany,12900K,the price is bad
849,2023-12-01,5,99999,Canada,12900K,it s not the latest gen but an overclocked i9 12th gen is more than enough for almost any gaming  overclocked it does demand some serious cooling  but anyone who overclocks would expect that 
850,2022-12-04,5,99999,the United States,12900K,works great in my new system  i wouldn t say easy to install  but none are  i always sweat bullets when i latch down the cpu holder  but other than that stable and powerful  here s my build  rock stable and fast as hell   logitech g502 hero high performance wired gaming mouse logitech g910 orion spectrum rgb wired mechanical gaming keyboard external dvd drive  usb 3 0 portable cd dvd    rw drive dvd player cooler master sickleflow 120 v2 argb 3in1 square frame fan cooler master masterfan sf360r argb 360mm all in one square frame fan w  24 independently controlled argb leds asus rog strix z690 e gaming wifi 6e lga 1700 intel 12th gen atx gaming motherboard cooler master hyper 212 black edition cpu air coolor cylewet 10pcs mainboard computer pc internal speaker buzzer computer case buzzer intel core i9 12900k desktop processor 16  8p 8e  cores up to 5 2 ghz unlocked samsung 870 evo sata iii ssd 1tb 2 5” internal solid state hard drive cooler master masterbox td500 mesh airflow atx mid tower with polygonal mesh front panel  crystalline tempered glass corsair vengeance ddr5 64gb  2x32gb  5200mhz c40 intel optimized desktop memory corsair rmx series  2021   rm1000x  1000 watt  gold  fully modular power supply black samsung 980 ssd 1tb pcle 3 0x4  nvme m 2 2280  internal solid state drive
851,2023-03-31,4,99999,Germany,12900K,everything is going well  but i need an invoice that i cannot apply for request for feedback
852,2022-10-14,5,99999,Canada,12900K,this thing never goes over 15 percent usage  and most games its actually using 0 4 percent  even on escape from tarkov at max settings 4k 140  fps its using 4 percent at max and usually is at 0 1 percent  i don t know if it s my computer reading an error but i use a few apps to check including the task manager tab  i use an nzxt aio and the temps on this thing are under 20 idle and when i m gaming on any game it never goes over 45 and usually is in the low 30s  i tried wow classic  retail  cyberpunk  spiderman   and regularly play escape from tarkov and all at 4k max settings and this thing just stays cool and and low usage  my gpu barely works as i have a 3090 ti  my gpu is usually at usage 40 50 percent at max 60 percent and stays cool  so i don t think anything is bottle necking   my old computer has an i5 and i have a laptop with an i7 and when i am gaming they are usually at 90  percent usage  even my friend with the amd 5800x3d was getting at least 30 percent usage for aaa games  this is the first computer i ve built where i m actually not even worried about the cpu for how cool it runs  i m really shocked on how good its performance is  definitely recommend 
853,2022-03-27,5,99999,Japan,12900K,if you do not give a strange load on a benchmark etc   it is not a hot cpu that is so hot  360 mm is ideal  but if you use it normal  it seems that you can go with 280 mm a calm case rises to 90 degrees or more without a hole  but i don t care because it is a perception that cpu does not have to exceed 100 degrees it is a cpu that is said to be a washer lake  but the processing is fast and it is not so hot because it is not so hot for normal use 
854,2022-04-06,5,99999,Japan,12900K,purchase for gaming pc  overclocks p core to 5 2ghz and regularly use it is a pretty good cpu if you can get along well with heat nevertheless  i haven t spent summer yet  so i m a little worried about it  but i m satisfied 
855,2024-03-03,5,99999,Canada,12900K,just a quick swap from a i5 to this on a 660 mobo noticed a difference right away in cities skylines 2 that s all i needed
856,2024-06-06,5,99999,the United States,12900K,make sure you have a good aio not an msi core liquid v2 360 because that one died on me and this was seeing 80 90c idle other than that this processor is pretty good when its cooled properly 
857,2023-01-22,4,99999,Japan,12900K,low binned cpu  bad cpu score
858,2024-03-20,5,99999,Canada,12900K,merci
859,2024-03-04,5,99999,the United States,12900K,works perfectly under load  work mostly on architecture and rendering
860,2024-01-06,5,99999,Canada,12900K,faster read  write speeds than i 7  easy install  i recommend a liquid cooler if you overclock  otherwise the revved fan noise will irritate you  i returned one  new unopened because the motherboard i ordered for it arrived damaged 
861,2022-04-06,1,99999,Japan,12900K,it arrived at 12900ks  not a product evaluation  but please be careful when shipping 
862,2024-04-24,5,99999,the United States,12900K,excellents processor  good price  i recommend the seller 100  
863,2023-08-10,5,99999,Canada,12900K,i ve only had it about a month  but so far it is complete overkill for gaming    i haven t seen it go above 50  pushing it as hard as i can other than stress testing lol  i bought it so hopefully in 10 years it can still do some stuff hahaha 
864,2024-05-11,4,99999,the United States,12900K,is 50c high  feels like it to me    under really heavy loads barley his 60  i have liquid cooling cpu   gpu aids and 9 fans  still seems high idk
865,2024-03-23,4,99999,the United States,12900K,well at the time of installing if i was a little fear but well everything went well you have to continue trying to see how it goes
866,2023-01-02,5,99999,the United States,12900K,so far this thing is great  i upgraded from the 9900k and this has been a noticeable difference  i m still in the process of updating drivers and reinstalling some software  i haven t done any overclocking so the cinebench score and temps are straight stock settings  after seeing all the info on how hot this thing can get i added the thermalright contact frame  it was a breeze to install  i watched the gamer s nexus video about this frame and followed their directions  for the motherboard i went with a msi z690 mpg edge wifi ddr4 so i could reuse my current ram  i had to order a lga 1700 bracket for the nzxt kraken x73 aio  i ordered both the frame and the lga 1700 mount from amazon and both arrived fast and were exactly what i needed  so far my temps are staying in the general range of my 9900k  i m planning to do a little gaming this week with it so i ll have a chance to see how it does under my daily use  i also do a bit of premiere and after effects so i m looking forward to seeing how it works there as well  overall  this is probably way more processor than i need  i was still able to do what i needed to do with the 9900k  i built the 9900k in 2020 during the height of the astronomically high pc price wave  i ended up getting this processor for about  100 less than i paid for the 9900k two years ago  so the price to performance upgrade for me was a no brainer  if you want a fast processor at a reasonably decent price  this is a great one to get  just be aware you will need to pay attention to your cooling 
867,2024-03-19,5,99999,the United States,12900K,quality and price
868,2023-11-26,5,99999,the United States,12900K,it took me less than 15 minutes to take out my current 1700 series cpu  i7 12700k  and add in this new one  removed the aio cooler  cleaned off the thermal paste  applied new past after inserting and wala  it s up and running like a champ  i m not a gamer  so yes i understand it s not a huge bump in performance for those applications  video editing is another story 
869,2023-09-11,5,99999,the United States,12900K,are usually go for the best products and it was a mistake for my first pc build i chose this chip and i didn’t know it runs that hot i built my pc i had enough fans but i had a 240 mm radiator i want a micro center and had to get a 360 mm cooler from the pool  the temps were at 89 to 92°c after the deep cool aio under stress  test and bench testing the temp stay under 60°c   other than that i game hard on it and stream and the cpu usage never goes past 30   it’s pretty overkill but that’s how i like my pc 
870,2023-08-07,5,99999,the United States,12900K,purchased this for my new rig as opposed to an i7 based on price point at time of purchase  this was actually cheaper than the i7   paired with rtx 4060ti 8gb   no regrets  this can handle anything i throw at it  without issue  gaming wise  and never goes above 50 55c  not overclocked and cooled with 240mm aio from corsair  idles around 32 33c very responsive with plenty of clearance if i ever want to oc this guy  heat was a concern after reading reviews and only having a 240mm radiator  sitting over a 4060ti   but no issues   heat or performance  at all   great time to buy with new gen just arriving recently 
871,2022-02-21,5,99999,the United States,12900K,purchased this cpu to finally upgrade my tired 8086k that i have had for close to 4 years now  and considering i also own a 3090 i was lucky enough to get last year  it was time  paired with said gpu and a msi tomahawk z690 with a noctua nh d15 chromax black cooler  this cpu runs complete marathons around my old 8086k  certain games that would fully saturate my 8086k while also getting notifications from something like discord would introduce very bad stutter  however those are completely eliminated with the 12900k  temps are high when im doing full resolution photo renders from my dji air 2s or sony a6400 or straight up benchmarking  but that is expected and i m not one to sweat about 80 90c temps  but if you are i would recommend the 12700k 5900x as they both run cooler and draw less wattage  however in gaming with multiple different firefox tabs and discord telegram open  it never even touches 70c  so your experience may vary depending on what type of work load you are doing  make sure that if you do have a high powered gpu that you also have a high output power supply with a high efficiency rating as well  as my system can suck north of 600 750w full tilt  my power supply being a 1200w platinum evga that doesnt break a sweat under full load  
872,2024-01-04,5,99999,the United States,12900K,if someone ever asks you  what is a gpu bottleneck  buy them a 12900k lmao   it s so good 
873,2023-11-02,5,99999,the United States,12900K,i love the intel i9 unlocked processor  i have always used intel and will continue to do so  all of my games operate smoothly  the graphics are amazing used with the correct moniter and gpu  in my opinion intel beats ryzen hands down 
874,2023-07-18,4,99999,the United States,12900K,came packaged kinda poorly  and didn’t include the golden coin case  which makes me think maybe it was pre owned  when i opened the packaging though it had no paste on it and the pins looked brand new  so maybe they just don’t include it anymore since it isn’t the newest flag ship  
875,2023-11-17,5,99999,the United States,12900K,the cpu run fast and stays cool  the performance was great  test run at 5 2ghz the temperature not over heat run with my solidworks software that cpu was great 
876,2023-08-14,5,99999,the United States,12900K,using this to serve movies and shows using plex  handles continuous recording of several 4k surveillance cameras using blue iris  runs a web server  just for family   and controls a z wave home automation program involving several nodes  i also use it listen to my collection of music  it does all of these tasks  along with other minor things  without a sweat  generally it keeps under 15  utilization  thank you intel 
877,2022-01-10,5,99999,the United States,12900K,i only used laptops up to this point and this is my first pc build however i got this processor specifically for workstation class computation and high performance gaming  the core i9 12900k is blazing fast and uses very little watts for gaming mostly hovering around 65w 80w in the games i have played so far  it renders 3d projects at such a speed i hardly have time to do something else before it is complete which is a great change of pace  i would say the core i5 12600k is better geared for gaming and this is much more geared towards production or enthusiast class gaming  i highly recommend this processor or anything in the 12th gen alder lake family   full system specs  ・asus prime z690 a ・noctua nh d15 chromax black ・intel core i9 12900k 5 2ghz ・nvidia rtx a5000 24gb ecc ・g skill trident z5 rgb 32gb 5600mhz ・samsung 980 pro 2tb m 2 nvme ・samsung 970 evo plus 2tb m 2 nvme ・samsung 970 evo plus 2tb m 2 nvme ・samsung 970 evo plus 2tb m 2 nvme ・evga super nova g5 850w 80 plus gold ・fractal torrent gray e atx mid tower case
878,2023-11-26,5,99999,the United States,12900K,if you want to play a little and do professional things  this would be indicated by the distribution of nuclei it has 
879,2022-08-23,4,99999,the United States,12900K,i bought this instead of the 12th gen i7 anticipating future demand for more cores  there is a price difference to consider  as many know  more cores doesn t necessarily mean better  games only use a max of 6 cores  though it may vary from game to game  if you just want to game  buy the i7 series  my 4790k had served me so well  it s still my backup on my old mobo  it s been at least 5 years since i bought ol  reliable  she s been through rough seas  it was time for her to rest easy   for the i9  in terms of gaming performance  only cpu heavy games like rts games will see any benefit  multi tasking also sees benefit  though that s limited to the hard drive it s working off of  still  i expect great things in the far future   the packaging is a keeper to be sure  too 
880,2023-05-26,5,99999,the United States,12900K,it s great  i m using 13900k but wanted a better cpu for my 2nd pc  and it s great  especially for compute tasks and multi threaded workloads  the raptor lake  and forthcoming  will of course be better  but if you need the best alder lake cpu and can find a decent deal  it won t let you down  i m able to cool it efficiently with a noctua n 14  single stack  single fan setup  and it works great 
881,2023-10-13,5,99999,the United States,12900K,bought on sale  my rig placed in the 97 percentile  the pc is overclocked  the processor is running cool and stable  no issues yet  would recommend
882,2023-12-07,5,99999,the United States,12900K,well packed and new 
883,2023-09-25,5,99999,the United States,12900K,this cpu is top quality  it is easy to install and works great for gaming  it stays cool and i have had no problems with it 
884,2023-10-05,5,99999,the United States,12900K,i bought it with price lower than i7 13700  which was very good choice and happy with the decision
885,2023-09-15,5,99999,the United States,12900K,i was going to go for the 13900k but i took this one for half of the price and have to tell u love it thank you
886,2023-07-09,5,99999,the United States,12900K,it s been less then 24hrs since i upgraded from an i7 8700 and could instantly tell a difference in performance  haven t had the need to overclock since it handles streaming on twitch kick with obs while playing games on the same pc very nicely at stock settings 
887,2022-07-21,4,99999,the United States,12900K,the 12900k can be hard to justify  the 12700k is around two thirds the cost and the difference in performance is only a few percent  furthermore  you can get away with a moderate cooling solution on the 12700k whereas the 12900k really requires a top of the line cooler which will set you back even more  even while using the nh d15 cpu cooler i decided to underclock the 12900k a little bit in order to keep thermals in check  bringing the performance nearer to the 12700k  given the option to do it over  i would have just gone with a 12700k and saved myself about  250 
888,2023-04-29,5,99999,the United States,12900K,many cores  able to run multiple virtual machines with unnoticeable slowdown to other functions  stays at 1 3  when playing games paired with a 3070  may upgrade to 13th gen later  but i really can t complain in terms of performance  only have a dualfan dual heatsink cpu cooler and it stays below 60 celsius at all times  rests at about 30 
889,2023-10-24,5,99999,the United States,12900K,fast shipping and great product
890,2023-04-19,5,99999,the United States,12900K,this cpu is power hungry under load but in games the cpu is fast  this also works fine for workstation workloads but this shines in gaming for sure  also if you have the cooling this cpu can be clocked even higher for better performance  but for this you will need a decent cpu cooler 
891,2021-12-16,1,99999,the United States,12900K,i ve put together a few systems and run some retail 12900k chips so far and the 12900k is by far an amazingly fast cpu   unfortunately this one i ordered from amazon came already opened  as soon as i opened the shipping box i could tell it had been opened before  the edge was uneven and the label crease was loose  i put my x acto knife down  which is what you need or something similar to open these as the label is there for a reason  and with just the gentlest of pressure the label peeled away from the center where someone oh so nicely had finely cut the label horizontal to make it easy to fold one side back over the other and with just a quick once over it looked almost normal   if i hadn t opened a few of them already with intel s fancy new packaging i probably would not have noticed but the way the packaging normally is  it is very precise  tight  even lines and you will not be easily or gently opening it up with a simple light finger pry   my biggest fear was there wasn t going to be a cpu in there at all but luckily the right cpu was in there that matched the container batch but if something is sold as new i don t do open boxes   make sure to check your packages before opening  the seal should be nice and tight and straight  the edges of the back flap should be firm and secure against the other flap and the bottom line edges should be even and exacting   give a gentle pull on each corner of the box where the label keeps it sealed to make sure it hasn t been altered or tampered with  it should be very firm and unable to just pull open easily  look at the condition of the box itself around that area and even the gold disk inside   fresh  brand new i9 12900k s are very pristine and boxed with precision   still  they are fantastic processors overall and a worthy upgrade from 10th and 11th gen 
